建设单位,项目名称,许可证日期,分类结果,所有制类型,营销优先级,判断依据,置信度,是否可营销,是否需要人工核验,排除原因,官方来源链接
江苏阳意输配电设备有限公司,江苏阳意输配电设备有限公司年产2400台智能电动轮、20万根阀厅棒电阻、100套智能阀厅净水装置等新建项目,2024-04-23,待核验,unknown,待核验,现有许可证仅披露单位名称，没有可靠登记类型或控股信息,0,否,是,,http://zrzy.jiangsu.gov.cn/nthm/gtzx/ghgs/jsxmphgb/202404/t20240423_1571919.htm
未披露,海门世纪光华苑511幢2单元加装电梯,2024-04-19,待核验,unknown,待核验,建设单位缺失，无法判断所有制,0,否,是,,http://zrzy.jiangsu.gov.cn/nthm/gtzx/ghgs/jsxmphgb/202404/t20240428_1574840.htm
江苏万高药业股份有限公司,江苏万高药业股份有限公司”智慧云谷“仓储供应链管理项目,2024-04-19,待核验,unknown,待核验,现有许可证仅披露单位名称，没有可靠登记类型或控股信息,0,否,是,,http://zrzy.jiangsu.gov.cn/nthm/gtzx/ghgs/jsxmphgb/202404/t20240422_1571374.htm
未披露,江苏工程职业技术学院海门校区学生公寓11号楼及附属配电房项目,2024-04-15,待核验,unknown,待核验,建设单位缺失，无法判断所有制,0,否,是,,http://zrzy.jiangsu.gov.cn/nthm/gtzx/ghgs/jsxmphgb/202404/t20240422_1571372.htm
江苏万胜精密制造有限公司,南通市海门区正余镇年产3000万件新能源汽车零部件及光伏储能配件项目（M24001地块）,2024-03-22,待核验,unknown,待核验,现有许可证仅披露单位名称，没有可靠登记类型或控股信息,0,否,是,,http://zrzy.jiangsu.gov.cn/nthm/gtzx/ghgs/jsxmphgb/202403/t20240329_1559976.htm
未披露,海门世纪光华苑503幢2单元加装电梯工程项目,2024-03-26,待核验,unknown,待核验,建设单位缺失，无法判断所有制,0,否,是,,http://zrzy.jiangsu.gov.cn/nthm/gtzx/ghgs/jsxmphgb/202403/t20240327_1557984.htm
未披露,张謇故居复建工程,2024-03-25,待核验,unknown,待核验,建设单位缺失，无法判断所有制,0,否,是,,http://zrzy.jiangsu.gov.cn/nthm/gtzx/ghgs/jsxmphgb/202404/t20240403_1562014.htm
南通晟悦泰建设有限公司,南通市海门区悦来镇CR23022地块项目,2024-03-20,待核验,unknown,待核验,现有许可证仅披露单位名称，没有可靠登记类型或控股信息,0,否,是,,http://zrzy.jiangsu.gov.cn/nthm/gtzx/ghgs/jsxmphgb/202403/t20240322_1555568.htm
南通沧海生物科技有限公司,南通沧海生物科技有限公司年产2.8亿件高端医疗器械新建项目,2024-03-15,待核验,unknown,待核验,现有许可证仅披露单位名称，没有可靠登记类型或控股信息,0,否,是,,http://zrzy.jiangsu.gov.cn/nthm/gtzx/ghgs/jsxmphgb/202403/t20240322_1555470.htm
未披露,纤云生物功能纤维和非织造材料填充智能生产项目,2024-03-12,待核验,unknown,待核验,建设单位缺失，无法判断所有制,0,否,是,,http://zrzy.jiangsu.gov.cn/nthm/gtzx/ghgs/jsxmphgb/202403/t20240321_1555249.htm
南通沧海生物科技有限公司,南通沧海生物科技有限公司年产2.8亿件高端医疗器械新建项目,2024-03-19,待核验,unknown,待核验,现有许可证仅披露单位名称，没有可靠登记类型或控股信息,0,否,是,,http://zrzy.jiangsu.gov.cn/nthm/gtzx/ghgs/jsxmphgb/202403/t20240319_1553687.htm
南通海螺新材料有限责任公司,南通海螺新材料有限责任公司海门海螺新材料项目二,2024-03-01,待核验,unknown,待核验,现有许可证仅披露单位名称，没有可靠登记类型或控股信息,0,否,是,,http://zrzy.jiangsu.gov.cn/nthm/gtzx/ghgs/jsxmphgb/202403/t20240320_1554252.htm
未披露,宝美钢管年产5万吨海工平台钻井钢管及石油天然气专用管新建项目,2024-02-18,待核验,unknown,待核验,建设单位缺失，无法判断所有制,0,否,是,,http://zrzy.jiangsu.gov.cn/nthm/gtzx/ghgs/jsxmphgb/202402/t20240218_1540300.htm
未披露,年产智能家用服务型机器人10万台、模块化部品40万套新建项目,2024-02-06,待核验,unknown,待核验,建设单位缺失，无法判断所有制,0,否,是,,http://zrzy.jiangsu.gov.cn/nthm/gtzx/ghgs/jsxmphgb/202402/t20240206_1538436.htm
未披露,缔绣家纺年产10万条高端品牌蚕丝被建设项目,2024-01-25,待核验,unknown,待核验,建设单位缺失，无法判断所有制,0,否,是,,http://zrzy.jiangsu.gov.cn/nthm/gtzx/ghgs/jsxmphgb/202401/t20240126_1533444.htm
